sk_rendimiento,fk_tiempo,fk_temporada,fk_equipo,fk_rival,es_local,goles_favor,goles_contra,tiros,tiros_puerta,corners,faltas,amarillas,rojas,resultado,xg_partido,xga_partido,source_id,load_timestamp
1127,57,2,13,8,1,2,0,21,8,2,10,2,0,h,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636215
1128,57,2,8,13,0,0,2,7,3,4,9,5,0,D,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.636229
1129,58,2,13,12,1,2,3,12,4,5,7,4,0,a,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636289
1130,58,2,12,13,0,3,2,7,0,4,16,2,0,D,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.636303
1131,59,2,13,1,1,1,0,17,5,3,11,1,0,h,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636363
1132,59,2,1,13,0,0,1,10,2,1,14,1,0,D,1.5813157894736842,1.466578947368421,F1_laliga,2026-05-22 10:28:50.636378
1133,60,2,13,5,1,0,0,16,10,2,10,3,0,d,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636432
1134,60,2,5,13,0,0,0,9,2,2,10,1,1,D,1.1547368421052633,1.7807894736842105,F1_laliga,2026-05-22 10:28:50.636446
1135,61,2,13,9,1,0,0,9,5,8,14,4,0,h,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636499
1136,61,2,9,13,0,0,0,6,4,1,13,0,0,D,1.1368421052631579,1.5555263157894736,F1_laliga,2026-05-22 10:28:50.636513
1137,62,2,13,10,1,2,0,12,4,4,12,1,0,h,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636587
1138,62,2,10,13,0,0,2,10,4,3,17,5,0,D,1.0578947368421054,1.7786842105263159,F1_laliga,2026-05-22 10:28:50.636601
1139,63,2,13,11,1,1,0,16,4,5,9,1,0,h,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.636666
1140,63,2,11,13,0,0,1,8,6,7,11,1,0,D,1.0910526315789475,2.1178947368421053,F1_laliga,2026-05-22 10:28:50.636679
1141,64,2,6,16,1,0,1,10,7,7,5,3,0,a,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.636735
1142,64,2,16,6,0,1,0,12,6,6,18,1,1,D,2.49,0.8271052631578947,F1_laliga,2026-05-22 10:28:50.636750
1143,65,2,6,4,1,2,0,9,7,1,10,3,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.636807
1144,65,2,4,6,0,0,2,8,6,2,10,0,0,D,2.0500000000000003,0.758421052631579,F1_laliga,2026-05-22 10:28:50.636820
1145,66,2,6,3,1,0,1,13,2,3,13,3,0,a,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.636874
1146,66,2,3,6,0,1,0,14,2,3,7,1,0,D,2.215526315789474,1.1007894736842105,F1_laliga,2026-05-22 10:28:50.636887
1147,67,2,6,18,1,2,2,11,6,4,12,0,0,a,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.636941
1148,67,2,18,6,0,2,2,12,3,4,13,3,0,D,2.403421052631579,0.9710526315789473,F1_laliga,2026-05-22 10:28:50.636955
1149,68,2,6,17,1,1,4,16,7,4,22,2,1,a,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637009
1150,68,2,17,6,0,4,1,16,5,4,10,1,0,D,2.288684210526316,1.2347368421052631,F1_laliga,2026-05-22 10:28:50.637023
1151,69,2,6,20,1,2,2,15,7,7,12,2,0,d,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637078
1152,69,2,20,6,0,2,2,8,0,6,11,1,0,D,1.9792105263157893,1.3107894736842105,F1_laliga,2026-05-22 10:28:50.637093
1153,70,2,6,2,1,1,1,18,4,3,13,0,0,d,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637148
1154,70,2,2,6,0,1,1,8,4,3,14,1,0,D,1.785,0.9705263157894738,F1_laliga,2026-05-22 10:28:50.637162
1155,71,2,6,19,1,5,0,10,5,5,7,2,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637217
1156,71,2,19,6,0,0,5,12,4,5,15,1,0,D,1.8773684210526316,1.2973684210526315,F1_laliga,2026-05-22 10:28:50.637231
1157,72,2,6,15,1,4,2,12,7,6,10,1,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637290
1158,72,2,15,6,0,2,4,11,4,4,11,2,0,D,1.8847368421052633,1.259736842105263,F1_laliga,2026-05-22 10:28:50.637304
1159,73,2,6,13,1,1,1,16,4,7,9,2,0,a,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637364
1160,73,2,13,6,0,1,1,17,4,2,8,1,0,D,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.637377
1161,74,2,6,7,1,1,1,12,8,4,16,0,0,d,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637431
1162,74,2,7,6,0,1,1,13,3,3,13,1,0,D,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.637447
1163,75,2,6,14,1,1,1,19,5,9,17,1,0,d,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637500
1164,75,2,14,6,0,1,1,10,7,4,9,2,0,D,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.637514
1165,76,2,6,8,1,4,1,16,6,7,12,3,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637589
1166,76,2,8,6,0,1,4,14,7,5,15,4,0,D,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.637604
1167,77,2,6,12,1,5,0,15,5,2,16,1,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637669
1168,77,2,12,6,0,0,5,9,4,5,21,1,0,D,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.637683
1169,78,2,6,1,1,4,4,12,1,9,14,2,0,d,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637740
1170,78,2,1,6,0,4,4,8,2,3,13,5,0,D,1.5813157894736842,1.466578947368421,F1_laliga,2026-05-22 10:28:50.637754
1171,38,2,6,5,1,5,1,16,3,3,13,3,1,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637812
1172,38,2,5,6,0,1,5,10,6,4,12,1,0,D,1.1547368421052633,1.7807894736842105,F1_laliga,2026-05-22 10:28:50.637827
1173,39,2,6,9,1,1,1,9,4,4,12,4,0,d,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637882
1174,39,2,9,6,0,1,1,3,2,6,11,2,0,D,1.1368421052631579,1.5555263157894736,F1_laliga,2026-05-22 10:28:50.637896
1175,40,2,6,10,1,3,1,11,5,2,13,2,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.637950
1176,40,2,10,6,0,1,3,10,3,2,10,1,0,D,1.0578947368421054,1.7786842105263159,F1_laliga,2026-05-22 10:28:50.637963
1177,41,2,6,11,1,1,0,10,9,6,10,5,0,h,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.638018
1178,41,2,11,6,0,0,1,8,3,3,14,1,0,D,1.0910526315789475,2.1178947368421053,F1_laliga,2026-05-22 10:28:50.638031
1179,42,2,7,16,1,0,0,10,11,7,12,1,0,h,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638085
1180,42,2,16,7,0,0,0,12,6,3,7,4,0,D,2.49,0.8271052631578947,F1_laliga,2026-05-22 10:28:50.638098
1181,43,2,7,4,1,0,0,9,4,3,17,1,0,d,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638151
1182,43,2,4,7,0,0,0,6,8,2,7,4,0,D,2.0500000000000003,0.758421052631579,F1_laliga,2026-05-22 10:28:50.638166
1183,44,2,7,3,1,2,2,18,6,5,8,2,0,d,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638220
1184,44,2,3,7,0,2,2,8,4,2,13,0,0,D,2.215526315789474,1.1007894736842105,F1_laliga,2026-05-22 10:28:50.638234
1185,45,2,7,18,1,3,0,14,3,5,13,3,0,h,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638292
1186,45,2,18,7,0,0,3,11,4,4,12,2,0,D,2.403421052631579,0.9710526315789473,F1_laliga,2026-05-22 10:28:50.638306
1187,46,2,7,17,1,1,1,21,1,2,7,3,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638365
1188,46,2,17,7,0,1,1,14,4,8,10,4,1,D,2.288684210526316,1.2347368421052631,F1_laliga,2026-05-22 10:28:50.638378
1189,47,2,7,20,1,1,1,9,2,1,13,0,0,d,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638456
1190,47,2,20,7,0,1,1,9,5,7,16,2,0,D,1.9792105263157893,1.3107894736842105,F1_laliga,2026-05-22 10:28:50.638479
1191,48,2,7,2,1,1,1,13,4,3,13,0,1,d,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638538
1192,48,2,2,7,0,1,1,8,6,4,12,1,0,D,1.785,0.9705263157894738,F1_laliga,2026-05-22 10:28:50.638575
1193,49,2,7,19,1,2,4,9,5,6,13,4,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638643
1194,49,2,19,7,0,4,2,9,3,5,15,3,0,D,1.8773684210526316,1.2973684210526315,F1_laliga,2026-05-22 10:28:50.638657
1195,50,2,7,15,1,1,2,12,9,6,14,2,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638713
1196,50,2,15,7,0,2,1,12,7,5,11,0,0,D,1.8847368421052633,1.259736842105263,F1_laliga,2026-05-22 10:28:50.638726
1197,51,2,7,13,1,1,1,16,5,4,21,0,0,d,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638781
1198,51,2,13,7,0,1,1,8,6,3,12,3,0,D,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.638795
1199,52,2,7,6,1,0,3,12,4,2,13,2,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638850
1200,52,2,6,7,0,3,0,8,5,5,13,1,0,D,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.638863
1201,53,2,7,14,1,0,2,16,8,5,15,2,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638918
1202,53,2,14,7,0,2,0,8,1,1,12,1,0,D,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.638933
1203,54,2,7,8,1,1,1,14,6,5,18,2,0,d,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.638988
1204,54,2,8,7,0,1,1,8,2,3,9,0,0,D,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.639001
1205,55,2,7,12,1,1,2,12,0,5,14,1,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.639054
1206,55,2,12,7,0,2,1,13,2,4,11,1,0,D,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.639068
1207,56,2,7,1,1,1,1,20,5,2,16,0,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.639121
1208,56,2,1,7,0,1,1,11,5,5,9,2,0,D,1.5813157894736842,1.466578947368421,F1_laliga,2026-05-22 10:28:50.639134
1209,57,2,7,5,1,2,3,12,8,1,7,1,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.639187
1210,57,2,5,7,0,3,2,13,5,5,17,4,0,D,1.1547368421052633,1.7807894736842105,F1_laliga,2026-05-22 10:28:50.639200
1211,58,2,7,9,1,2,2,15,11,3,7,3,0,h,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.639253
1212,58,2,9,7,0,2,2,9,3,2,11,4,0,D,1.1368421052631579,1.5555263157894736,F1_laliga,2026-05-22 10:28:50.639270
1213,59,2,7,10,1,2,2,13,3,3,7,2,0,a,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.639335
1214,59,2,10,7,0,2,2,10,7,6,14,1,0,D,1.0578947368421054,1.7786842105263159,F1_laliga,2026-05-22 10:28:50.639348
1215,60,2,7,11,1,3,1,12,2,4,10,2,0,h,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.639405
1216,60,2,11,7,0,1,3,12,2,4,8,0,0,D,1.0910526315789475,2.1178947368421053,F1_laliga,2026-05-22 10:28:50.639418
1217,61,2,14,16,1,0,2,12,7,6,16,1,0,a,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639504
1218,61,2,16,14,0,2,0,8,5,1,14,3,0,D,2.49,0.8271052631578947,F1_laliga,2026-05-22 10:28:50.639519
1219,62,2,14,4,1,3,3,12,7,5,15,3,0,d,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639607
1220,62,2,4,14,0,3,3,9,3,7,14,0,0,D,2.0500000000000003,0.758421052631579,F1_laliga,2026-05-22 10:28:50.639622
1221,63,2,14,3,1,3,3,6,5,3,13,1,0,d,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639688
1222,63,2,3,14,0,3,3,15,5,4,5,0,0,D,2.215526315789474,1.1007894736842105,F1_laliga,2026-05-22 10:28:50.639703
1223,64,2,14,18,1,1,1,21,7,4,14,3,0,a,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639761
1224,64,2,18,14,0,1,1,6,0,4,15,3,0,D,2.403421052631579,0.9710526315789473,F1_laliga,2026-05-22 10:28:50.639774
1225,65,2,14,17,1,1,1,14,6,5,13,0,0,d,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639831
1226,65,2,17,14,0,1,1,14,2,6,14,1,1,D,2.288684210526316,1.2347368421052631,F1_laliga,2026-05-22 10:28:50.639845
1227,66,2,14,20,1,1,2,6,3,1,10,2,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639900
1228,66,2,20,14,0,2,1,8,4,3,16,1,0,D,1.9792105263157893,1.3107894736842105,F1_laliga,2026-05-22 10:28:50.639914
1229,67,2,14,2,1,0,2,10,8,7,14,0,0,a,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.639968
1230,67,2,2,14,0,2,0,11,3,6,14,1,0,D,1.785,0.9705263157894738,F1_laliga,2026-05-22 10:28:50.639982
1231,68,2,14,19,1,2,1,16,4,6,14,2,0,a,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640034
1232,68,2,19,14,0,1,2,13,3,2,15,2,0,D,1.8773684210526316,1.2973684210526315,F1_laliga,2026-05-22 10:28:50.640049
1233,69,2,14,15,1,2,1,17,4,6,15,0,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640102
1234,69,2,15,14,0,1,2,7,3,4,10,3,0,D,1.8847368421052633,1.259736842105263,F1_laliga,2026-05-22 10:28:50.640116
1235,70,2,14,13,1,1,0,8,8,8,12,1,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640168
1236,70,2,13,14,0,0,1,6,6,4,11,2,0,D,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.640182
1237,71,2,14,6,1,2,2,17,8,5,10,3,0,a,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640234
1238,71,2,6,14,0,2,2,9,4,4,14,1,0,D,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.640247
1239,72,2,14,7,1,1,0,10,6,10,9,1,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640307
1240,72,2,7,14,0,0,1,10,5,7,17,4,0,D,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.640321
1241,73,2,14,8,1,1,1,15,3,2,14,2,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640378
1242,73,2,8,14,0,1,1,16,7,5,11,1,0,D,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.640393
1243,74,2,14,12,1,3,3,11,8,2,11,2,0,d,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640447
1244,74,2,12,14,0,3,3,15,8,5,9,1,0,D,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.640461
1245,75,2,14,1,1,2,1,8,6,4,10,2,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640513
1246,75,2,1,14,0,1,2,9,1,5,8,0,0,D,1.5813157894736842,1.466578947368421,F1_laliga,2026-05-22 10:28:50.640527
1247,76,2,14,5,1,3,0,17,6,6,12,2,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640603
1248,76,2,5,14,0,0,3,9,4,2,6,3,0,D,1.1547368421052633,1.7807894736842105,F1_laliga,2026-05-22 10:28:50.640617
1249,77,2,14,9,1,0,2,17,5,3,7,2,0,a,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640695
1250,77,2,9,14,0,2,0,12,4,3,11,1,0,D,1.1368421052631579,1.5555263157894736,F1_laliga,2026-05-22 10:28:50.640719
1251,78,2,14,10,1,1,1,13,9,12,12,0,0,h,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640786
1252,78,2,10,14,0,1,1,18,4,9,14,1,0,D,1.0578947368421054,1.7786842105263159,F1_laliga,2026-05-22 10:28:50.640802
1253,38,2,14,11,1,1,1,9,2,4,17,3,0,d,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.640860
1254,38,2,11,14,0,1,1,17,3,1,12,1,0,D,1.0910526315789475,2.1178947368421053,F1_laliga,2026-05-22 10:28:50.640874
1255,39,2,8,16,1,2,1,19,4,9,7,3,0,h,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.640927
1256,39,2,16,8,0,1,2,10,6,5,8,3,0,D,2.49,0.8271052631578947,F1_laliga,2026-05-22 10:28:50.640940
1257,40,2,8,4,1,1,5,13,5,3,10,2,0,a,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641053
1258,40,2,4,8,0,5,1,14,5,2,18,2,0,D,2.0500000000000003,0.758421052631579,F1_laliga,2026-05-22 10:28:50.641068
1259,41,2,8,3,1,2,1,10,7,4,8,1,0,a,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641127
1260,41,2,3,8,0,1,2,16,3,10,9,2,0,D,2.215526315789474,1.1007894736842105,F1_laliga,2026-05-22 10:28:50.641141
1261,42,2,8,18,1,0,0,11,2,7,8,2,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641197
1262,42,2,18,8,0,0,0,10,2,5,15,2,0,D,2.403421052631579,0.9710526315789473,F1_laliga,2026-05-22 10:28:50.641213
1263,43,2,8,17,1,0,2,10,10,3,12,1,0,a,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641267
1264,43,2,17,8,0,2,0,8,5,5,10,1,0,D,2.288684210526316,1.2347368421052631,F1_laliga,2026-05-22 10:28:50.641287
1265,44,2,8,20,1,3,2,15,4,5,19,3,0,h,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641347
1266,44,2,20,8,0,2,3,7,4,2,8,2,0,D,1.9792105263157893,1.3107894736842105,F1_laliga,2026-05-22 10:28:50.641360
1267,45,2,8,2,1,0,0,17,6,2,11,2,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641416
1268,45,2,2,8,0,0,0,5,8,2,13,3,0,D,1.785,0.9705263157894738,F1_laliga,2026-05-22 10:28:50.641429
1269,46,2,8,19,1,1,2,19,7,3,13,2,0,a,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641482
1270,46,2,19,8,0,2,1,10,3,7,6,1,0,D,1.8773684210526316,1.2973684210526315,F1_laliga,2026-05-22 10:28:50.641496
1271,47,2,8,15,1,0,0,12,3,3,14,1,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641584
1272,47,2,15,8,0,0,0,9,3,5,12,3,0,D,1.8847368421052633,1.259736842105263,F1_laliga,2026-05-22 10:28:50.641602
1273,48,2,8,13,1,1,1,14,7,6,17,2,1,h,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641671
1274,48,2,13,8,0,1,1,7,6,1,10,5,0,D,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.641684
1275,49,2,8,6,1,2,0,10,3,5,14,1,1,a,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641742
1276,49,2,6,8,0,0,2,9,4,3,12,1,0,D,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.641756
1277,50,2,8,7,1,0,3,10,4,8,10,3,0,a,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641811
1278,50,2,7,8,0,3,0,10,5,7,9,0,0,D,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.641825
1279,51,2,8,14,1,5,5,10,4,7,21,2,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641884
1280,51,2,14,8,0,5,5,11,3,5,10,1,0,D,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.641897
1281,52,2,8,12,1,1,0,12,5,4,13,0,0,h,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.641953
1282,52,2,12,8,0,0,1,8,4,4,7,1,2,D,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.641969
1283,53,2,8,1,1,1,0,10,4,4,17,1,0,h,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.642023
1284,53,2,1,8,0,0,1,5,4,6,17,2,0,D,1.5813157894736842,1.466578947368421,F1_laliga,2026-05-22 10:28:50.642037
1285,54,2,8,5,1,0,1,12,8,5,15,2,0,h,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.642092
1286,54,2,5,8,0,1,0,18,1,5,12,0,0,D,1.1547368421052633,1.7807894736842105,F1_laliga,2026-05-22 10:28:50.642105
1287,55,2,8,9,1,0,0,8,3,3,13,0,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.642158
1288,55,2,9,8,0,0,0,12,4,5,12,4,0,D,1.1368421052631579,1.5555263157894736,F1_laliga,2026-05-22 10:28:50.642172
1289,56,2,8,10,1,1,1,8,7,7,9,4,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.642224
1290,56,2,10,8,0,1,1,8,3,2,19,2,0,D,1.0578947368421054,1.7786842105263159,F1_laliga,2026-05-22 10:28:50.642238
1291,57,2,8,11,1,0,0,12,2,2,5,4,0,d,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.642298
1292,57,2,11,8,0,0,0,9,6,2,18,3,0,D,1.0910526315789475,2.1178947368421053,F1_laliga,2026-05-22 10:28:50.642314
1293,58,2,12,16,1,1,0,9,6,6,14,2,0,a,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642372
1294,58,2,16,12,0,0,1,9,2,0,15,4,0,D,2.49,0.8271052631578947,F1_laliga,2026-05-22 10:28:50.642385
1295,59,2,12,4,1,4,2,14,0,4,12,3,0,h,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642440
1296,59,2,4,12,0,2,4,9,7,2,8,1,0,D,2.0500000000000003,0.758421052631579,F1_laliga,2026-05-22 10:28:50.642453
1297,60,2,12,3,1,2,1,19,7,7,19,1,0,a,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642507
1298,60,2,3,12,0,1,2,8,2,0,13,1,0,D,2.215526315789474,1.1007894736842105,F1_laliga,2026-05-22 10:28:50.642521
1299,61,2,12,18,1,0,3,12,5,5,10,2,0,a,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642598
1300,61,2,18,12,0,3,0,10,4,2,7,2,1,D,2.403421052631579,0.9710526315789473,F1_laliga,2026-05-22 10:28:50.642612
1301,62,2,12,17,1,1,0,10,6,7,10,2,0,h,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642678
1302,62,2,17,12,0,0,1,9,2,5,9,1,0,D,2.288684210526316,1.2347368421052631,F1_laliga,2026-05-22 10:28:50.642693
1303,63,2,12,20,1,2,2,14,7,4,13,1,0,d,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642749
1304,63,2,20,12,0,2,2,9,6,6,16,1,0,D,1.9792105263157893,1.3107894736842105,F1_laliga,2026-05-22 10:28:50.642762
1305,64,2,12,2,1,1,3,12,7,5,11,3,0,a,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642818
1306,64,2,2,12,0,3,1,8,3,3,8,3,0,D,1.785,0.9705263157894738,F1_laliga,2026-05-22 10:28:50.642831
1307,65,2,12,19,1,1,0,12,4,5,12,2,0,h,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642884
1308,65,2,19,12,0,0,1,11,5,2,13,1,0,D,1.8773684210526316,1.2973684210526315,F1_laliga,2026-05-22 10:28:50.642898
1309,66,2,12,15,1,0,0,11,9,5,14,1,0,d,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.642950
1310,66,2,15,12,0,0,0,10,4,1,8,2,0,D,1.8847368421052633,1.259736842105263,F1_laliga,2026-05-22 10:28:50.642963
1311,67,2,12,13,1,1,1,16,4,3,14,3,0,d,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.643018
1312,67,2,13,12,0,1,1,10,4,5,12,2,0,D,1.5421052631578949,1.4221052631578948,F1_laliga,2026-05-22 10:28:50.643033
1313,68,2,12,6,1,0,2,17,4,2,11,1,0,h,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.643086
1314,68,2,6,12,0,2,0,8,7,4,13,2,0,D,1.5513157894736842,1.4252631578947368,F1_laliga,2026-05-22 10:28:50.643099
1315,69,2,12,7,1,3,0,12,3,2,8,3,0,h,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.643152
1316,69,2,7,12,0,0,3,11,8,3,11,2,0,D,1.3276315789473685,1.3571052631578948,F1_laliga,2026-05-22 10:28:50.643175
1317,70,2,12,14,1,3,3,15,6,13,15,0,0,d,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.643246
1318,70,2,14,12,0,3,3,7,8,0,18,2,0,D,1.4726315789473685,1.3428947368421054,F1_laliga,2026-05-22 10:28:50.643260
1319,71,2,12,8,1,0,1,9,3,6,15,2,0,a,1.541842105263158,1.4397368421052632,F1_laliga,2026-05-22 10:28:50.643325
1320,71,2,8,12,0,1,0,10,6,4,10,1,0,D,1.1410526315789473,1.6102631578947368,F1_laliga,2026-05-22 10:28:50.643339
